DateTime:,24:03.1,,,,,,,,,,,,,,,
name,platform,release year,publisher,north america sales,PAL sales,japan sales,rest of world sales,global sales,release date,critic score,critic outof,critic count,user score,user count,developer,rating
"b""Luigis Mansion: Dark Moon""",Nintendo,24th Mar 13  ,Nintendo,1.98m,1.85m,1.17m,0.35m,5.35m,,,,,,,,
Final Fantasy XIII    Read the review,Square Enix,09th Mar 10  ,Square Enix,1.75m,1.23m,1.87m,0.51m,5.35m,,,,,,,,
Dr. Mario,Nintendo,01st Dec 90  ,Nintendo,2.18m,0.96m,2.00m,0.20m,5.34m,,,,,,,,
"b""Assassins Creed III""",Ubisoft,30th Oct 12  ,Ubisoft,3.13m,1.71m,0.03m,0.45m,5.31m,,,,,,,,
Pok\xc3\xa9mon Pinball,Nintendo,31st Jul 99  ,Nintendo,3.02m,1.12m,1.01m,0.16m,5.31m,,,,,,,,
Final Fantasy IX,Square,13th Nov 00  ,Square,1.62m,0.77m,2.78m,0.14m,5.30m,,,,,,,,
"b""Assassins Creed II    Read the review""",Ubisoft,17th Nov 09  ,Ubisoft,3.14m,1.55m,0.08m,0.52m,5.30m,,,,,,,,
Final Fantasy X-2,Square Enix,18th Nov 03  ,Square Enix,1.92m,1.08m,2.11m,0.17m,5.29m,,,,,,,,
Donkey Kong 64,Nintendo,22nd Nov 99  ,Nintendo,3.33m,0.79m,1.09m,0.06m,5.27m,,,,,,,,
The Legend of Zelda: Ocarina of Time 3D,Nintendo,19th Jun 11  ,Nintendo,2.44m,1.79m,0.65m,0.38m,5.26m,,,,,,,,
Diablo III    Read the review,Blizzard Entertainment,15th May 12  ,Blizzard Entertainment,2.49m,2.23m,N/A,0.53m,5.25m,,,,,,,,
Tomb Raider II,Eidos Interactive,31st Oct 97  ,Eidos Interactive,2.30m,2.46m,0.20m,0.28m,5.24m,,,,,,,,
Madden NFL 2004,EA Sports,12th Aug 03  ,EA Sports,4.26m,0.26m,0.01m,0.71m,5.23m,,,,,,,,
Call of Duty: Advanced Warfare,Activision,04th Nov 14  ,Activision,3.25m,1.49m,0.01m,0.48m,5.22m,,,,,,,,
Dragon Quest VIII: Journey of the Cursed King,Square Enix,15th Nov 05  ,Square Enix,0.65m,0.75m,3.61m,0.20m,5.21m,,,,,,,,
The Witcher 3: Wild Hunt,Warner Bros. Interactive Entertainment,19th May 15  ,Warner Bros. Interactive Entertainment,1.40m,2.74m,0.28m,0.78m,5.20m,,,,,,,,
Super Mario Advance 4: Super Mario Bros. 3,Nintendo,21st Oct 03  ,Nintendo,2.93m,1.25m,0.83m,0.20m,5.20m,,,,,,,,
Super Mario Advance 4: Super Mario Bros. 3,Nintendo,21st Oct 03  ,Nintendo,2.93m,1.25m,0.83m,0.20m,5.20m,,,,,,,,
Professor Layton and the Curious Village,Nintendo,10th Feb 08  ,Nintendo,1.21m,2.44m,1.03m,0.51m,5.20m,,,,,,,,
Super Mario Land 3: Wario Land,Nintendo,09th Feb 94  ,Nintendo,2.49m,0.98m,1.57m,0.15m,5.19m,,,,,,,,
"b""Donkey Kong Country 2: Diddys Kong Quest""",Nintendo,20th Nov 95  ,Nintendo,2.10m,0.74m,2.20m,0.11m,5.15m,,,,,,,,
Medal of Honor: Rising Sun,Electronic Arts,11th Nov 03  ,Electronic Arts,1.98m,2.23m,0.13m,0.80m,5.13m,,,,,,,,
"b""Kirbys Dream Land""",Nintendo,01st Aug 92  ,Nintendo,2.71m,0.61m,1.70m,0.11m,5.13m,,,,,,,,
Microsoft Flight Simulator,Microsoft,31st Oct 96  ,Microsoft,3.22m,1.69m,N/A,0.20m,5.12m,,,,,,,,
God of War (2018)    Read the review,Sony Interactive Entertainment,20th Apr 18  ,Sony Interactive Entertainment,2.33m,1.82m,0.12m,0.85m,5.12m,,,,,,,,
Guitar Hero II,RedOctane,07th Nov 06  ,RedOctane,3.81m,0.63m,N/A,0.68m,5.12m,,,,,,,,
Battlefield 1,Electronic Arts,21st Oct 16  ,Electronic Arts,3.35m,1.26m,0.02m,0.48m,5.12m,,,,,,,,
FIFA 13,EA Sports,25th Sep 12  ,EA Sports,1.10m,3.49m,0.03m,0.50m,5.11m,,,,,,,,
Resident Evil 5    Read the review,Capcom,13th Mar 09  ,Capcom,1.96m,1.42m,1.08m,0.64m,5.10m,,,,,,,,
Fable III,Microsoft Game Studios,26th Oct 10  ,Microsoft Game Studios,3.59m,1.09m,0.05m,0.37m,5.10m,,,,,,,,
Mario & Sonic at the Olympic Games,Sega,22nd Jan 08  ,Sega,1.63m,2.46m,0.44m,0.57m,5.10m,,,,,,,,
The Legend of Zelda: Phantom Hourglass    Read the review,Nintendo,02nd Oct 07  ,Nintendo,1.85m,1.80m,0.95m,0.48m,5.09m,,,,,,,,
Grand Theft Auto: Vice City Stories,Rockstar Games,31st Oct 06  ,Rockstar Games,1.70m,2.03m,0.16m,1.19m,5.08m,,,,,,,,
FIFA Soccer 11,EA Sports,28th Sep 10  ,EA Sports,0.61m,3.28m,0.06m,1.12m,5.08m,,,,,,,,
Super Mario Bros. Deluxe,Nintendo,30th Apr 99  ,Nintendo,3.40m,1.30m,0.15m,0.22m,5.07m,,,,,,,,
Super Mario Bros.,Nintendo,30th Apr 99  ,Nintendo,3.40m,1.30m,0.15m,0.22m,5.07m,,,,,,,,
Super Smash Bros. for Wii U,Nintendo,21st Nov 14  ,Nintendo,2.68m,1.15m,0.85m,0.39m,5.07m,,,,,,,,
Resident Evil,Capcom,30th Mar 96  ,Capcom,2.05m,1.16m,1.11m,0.73m,5.05m,,,,,,,,
"b""Tony Hawks Pro Skater""",Activision,31st Aug 99  ,Activision,3.42m,1.38m,0.02m,0.20m,5.02m,,,,,,,,
Warzone 2100,Eidos Interactive,31st May 99  ,Eidos Interactive,2.79m,1.89m,N/A,0.33m,5.01m,,,,,,,,
Spyro the Dragon,Sony Computer Entertainment,10th Sep 98  ,Sony Computer Entertainment,3.36m,1.36m,0.07m,0.21m,5.00m,,,,,,,,
Super Mario 3D World,Nintendo,22nd Nov 13  ,Nintendo,2.31m,1.53m,0.79m,0.37m,5.00m,,,,,,,,
Final Fantasy XV,Square Enix,29th Nov 16  ,Square Enix,1.75m,1.53m,1.05m,0.66m,4.99m,,,,,,,,
Call of Duty: Black Ops IIII,Activision,12th Oct 18  ,Activision,1.96m,1.85m,0.42m,0.76m,4.99m,,,,,,,,
Guitar Hero III: Legends of Rock,RedOctane,28th Oct 07  ,RedOctane,3.49m,0.01m,0.01m,1.48m,4.98m,,,,,,,,
"b""Links Crossbow Training    Read the review""",Nintendo,19th Nov 07  ,Nintendo,3.05m,1.17m,0.29m,0.46m,4.98m,,,,,,,,
"b""Uncharted: Drakes Fortune    Read the review""",Sony Computer Entertainment,16th Nov 07  ,Sony Computer Entertainment,2.32m,1.73m,0.12m,0.80m,4.97m,,,,,,,,
Fallout 3    Read the review,Bethesda Softworks,28th Oct 08  ,Bethesda Softworks,3.41m,0.99m,0.09m,0.46m,4.96m,,,,,,,,
Fallout 4,Bethesda Softworks,10th Nov 15  ,Bethesda Softworks,2.89m,1.60m,0.02m,0.45m,4.95m,,,,,,,,
Pok\xc3\xa9mon Mystery Dungeon: Explorers of Time / Darkness,Nintendo,20th Apr 08  ,Nintendo,1.83m,1.19m,1.54m,0.37m,4.94m,,,,,,,,
Madden NFL 06,EA Sports,08th Aug 05  ,EA Sports,3.98m,0.26m,0.01m,0.66m,4.91m,,,,,,,,
Halo 5: Guardians    Read the review,Microsoft Studios,27th Oct 15  ,Microsoft Studios,2.93m,1.49m,0.03m,0.44m,4.89m,,,,,,,,
Diddy Kong Racing,Nintendo,24th Nov 97  ,Nintendo,2.91m,0.99m,0.89m,0.10m,4.88m,,,,,,,,
Monster Hunter Freedom 3,Capcom,01st Dec 10  ,Capcom,N/A,0.00m,4.87m,0.00m,4.87m,,,,,,,,
StarCraft II: Wings of Liberty    Read the review,Blizzard Entertainment,27th Jul 10  ,Blizzard Entertainment,2.60m,1.70m,N/A,0.56m,4.86m,,,,,,,,
Dr. Mario,Nintendo,01st Oct 90  ,Nintendo,2.62m,0.60m,1.52m,0.10m,4.85m,,,,,,,,
"b""Assassins Creed    Read the review""",Ubisoft,13th Nov 07  ,Ubisoft,1.91m,2.01m,0.09m,0.82m,4.83m,,,,,,,,
God of War III    Read the review,Sony Computer Entertainment,16th Mar 10  ,Sony Computer Entertainment,2.74m,1.36m,0.12m,0.60m,4.81m,,,,,,,,
Minecraft,Microsoft Studios,18th Nov 14  ,Microsoft Studios,2.72m,1.64m,N/A,0.43m,4.79m,,,,,,,,
Crash Team Racing,Sony Computer Entertainment,30th Sep 99  ,Sony Computer Entertainment,2.57m,1.57m,0.44m,0.21m,4.79m,,,,,,,,
LEGO Star Wars: The Complete Saga,LucasArts,06th Nov 07  ,LucasArts,2.83m,1.49m,N/A,0.45m,4.77m,,,,,,,,
Batman: Arkham City,Warner Bros. Interactive,18th Oct 11  ,Warner Bros. Interactive,2.99m,1.28m,0.04m,0.44m,4.75m,,,,,,,,
Call of Duty: Infinite Warfare,Activision,04th Nov 16  ,Activision,2.87m,1.44m,N/A,0.43m,4.74m,,,,,,,,
Driver 2,Atari,13th Nov 00  ,Atari,2.36m,2.10m,0.02m,0.25m,4.73m,,,,,,,,
Splatoon,Nintendo,29th May 15  ,Nintendo,1.58m,1.30m,1.56m,0.27m,4.71m,,,,,,,,
The Simpsons: Hit & Run,VU Games,16th Sep 03  ,VU Games,1.73m,2.19m,N/A,0.79m,4.70m,,,,,,,,
"b""Tony Hawks Pro Skater 2""",Activision,20th Sep 00  ,Activision,3.05m,1.41m,0.02m,0.20m,4.68m,,,,,,,,
The Lord of the Rings: The Two Towers,Electronic Arts,21st Oct 02  ,Electronic Arts,1.94m,1.95m,0.08m,0.70m,4.67m,,,,,,,,
Animal Crossing: City Folk    Read the review,Nintendo,16th Nov 08  ,Nintendo,1.84m,1.13m,1.32m,0.36m,4.64m,,,,,,,,
Tomb Raider,Eidos Interactive,14th Nov 96  ,Eidos Interactive,2.29m,1.97m,0.13m,0.24m,4.63m,,,,,,,,
Nintendo Land,Nintendo,18th Nov 12  ,Nintendo,2.52m,1.23m,0.51m,0.38m,4.63m,,,,,,,,
The Legend of Zelda: A Link to the Past,Nintendo,13th Apr 92  ,Nintendo,2.42m,0.91m,1.15m,0.13m,4.61m,,,,,,,,
Forza Motorsport 4,Microsoft Studios,11th Oct 11  ,Microsoft Studios,2.08m,1.98m,0.06m,0.49m,4.60m,,,,,,,,
The Legend of Zelda: The Wind Waker,Nintendo,26th Mar 03  ,Nintendo,2.60m,0.99m,0.89m,0.13m,4.60m,,,,,,,,
Guitar Hero III: Legends of Rock,RedOctane,28th Oct 07  ,RedOctane,3.04m,1.12m,0.00m,0.44m,4.60m,,,,,,,,
FIFA 15,EA Sports,23rd Sep 14  ,EA Sports,0.59m,3.25m,0.04m,0.68m,4.56m,,,,,,,,
Mario & Sonic at the Olympic Winter Games,Sega,13th Oct 09  ,Sega,1.87m,1.97m,0.22m,0.48m,4.54m,,,,,,,,
Madden NFL 2005,EA Sports,09th Aug 04  ,EA Sports,4.18m,0.26m,0.01m,0.08m,4.53m,,,,,,,,
Guitar Hero III: Legends of Rock,RedOctane,28th Oct 07  ,RedOctane,3.19m,0.91m,0.01m,0.42m,4.53m,,,,,,,,
Pitfall!,Activision,20th Apr 82  ,Activision,4.21m,0.24m,N/A,0.05m,4.50m,,,,,,,,
Madden NFL 07,EA Sports,22nd Aug 06  ,EA Sports,3.63m,0.24m,0.01m,0.61m,4.49m,,,,,,,,
Spider-Man: The Movie,Activision,15th Apr 02  ,Activision,2.71m,1.51m,0.03m,0.23m,4.48m,,,,,,,,
Dragon Quest VII,Enix,01st Nov 01  ,Enix,0.20m,0.14m,4.10m,0.02m,4.47m,,,,,,,,
Crash Bandicoot N. Sane Trilogy,Activision,30th Jun 17  ,Activision,1.02m,2.70m,0.07m,0.68m,4.47m,,,,,,,,
The Elder Scrolls IV: Oblivion    Read the review,Take-Two Interactive,07th Jul 09  ,Take-Two Interactive,2.88m,1.03m,0.13m,0.41m,4.46m,,,,,,,,
God of War,Sony Computer Entertainment,22nd Mar 05  ,Sony Computer Entertainment,2.71m,1.29m,0.02m,0.43m,4.45m,,,,,,,,
Overwatch,Blizzard Entertainment,24th May 16  ,Blizzard Entertainment,1.76m,1.79m,0.17m,0.71m,4.42m,,,,,,,,
Monster Hunter: World,Capcom,26th Jan 18  ,Capcom,0.89m,0.99m,2.16m,0.37m,4.42m,,,,,,,,
"b""Tony Hawks Pro Skater 3""",Activision,28th Oct 01  ,Activision,2.66m,1.29m,0.01m,0.46m,4.41m,,,,,,,,
Winning Eleven: Pro Evolution Soccer 2007,Konami,06th Feb 07  ,Konami,0.10m,2.39m,1.05m,0.86m,4.39m,,,,,,,,
Zelda II: The Adventure of Link,Nintendo,01st Sep 88  ,Nintendo,2.19m,0.50m,1.61m,0.08m,4.38m,,,,,,,,
Michael Jackson: The Experience,Ubisoft,23rd Nov 10  ,Ubisoft,2.64m,1.33m,0.01m,0.39m,4.37m,,,,,,,,
"b""Tom Clancys The Division""",Ubisoft,08th Mar 16  ,Ubisoft,1.49m,2.04m,0.16m,0.69m,4.37m,,,,,,,,
Need for Speed: Most Wanted,Electronic Arts,15th Nov 05  ,Electronic Arts,2.03m,1.79m,0.08m,0.47m,4.37m,,,,,,,,
Resistance: Fall of Man    Read the review,Sony Computer Entertainment,14th Nov 06  ,Sony Computer Entertainment,1.74m,1.72m,0.14m,0.76m,4.37m,,,,,,,,
Call of Duty: Advanced Warfare,Activision,04th Nov 14  ,Activision,2.80m,1.13m,0.00m,0.41m,4.34m,,,,,,,,
Sonic the Hedgehog,Sega,23rd Jun 91  ,Sega,3.03m,0.91m,0.26m,0.13m,4.34m,,,,,,,,
Kingdom Hearts II,Square Enix,28th Mar 06  ,Square Enix,2.20m,0.58m,1.38m,0.17m,4.33m,,,,,,,,
Watch Dogs,Ubisoft,27th May 14  ,Ubisoft,1.40m,2.13m,0.11m,0.68m,4.32m,,,,,,,,
Asteroids,Atari,01st Jan 81  ,Atari,4.00m,0.26m,N/A,0.05m,4.31m,,,,,,,,
Star Wars Battlefront II (2017),Electronic Arts,17th Nov 17  ,Electronic Arts,1.61m,1.89m,0.11m,0.69m,4.30m,,,,,,,,
Batman: Arkham Asylum    Read the review,Eidos Interactive,25th Aug 09  ,Eidos Interactive,2.26m,1.33m,0.07m,0.63m,4.28m,,,,,,,,
Fable II    Read the review,Microsoft Game Studios,21st Oct 08  ,Microsoft Game Studios,2.51m,1.24m,0.11m,0.41m,4.28m,,,,,,,,
Call of Duty: Advanced Warfare,Activision,04th Nov 14  ,Activision,1.59m,1.81m,0.20m,0.67m,4.27m,,,,,,,,
Namco Museum,Namco,10th Jun 01  ,Namco,3.00m,1.11m,0.05m,0.07m,4.24m,,,,,,,,
Daxter,Sony Computer Entertainment,14th Mar 06  ,Sony Computer Entertainment,2.45m,1.02m,N/A,0.77m,4.23m,,,,,,,,
"b""Assassins Creed: Revelations""",Ubisoft,15th Nov 11  ,Ubisoft,1.41m,2.03m,0.10m,0.69m,4.23m,,,,,,,,
Metal Gear Solid 3: Snake Eater,Konami,17th Nov 04  ,Konami,1.46m,0.00m,0.83m,1.93m,4.23m,,,,,,,,
"b""Assassins Creed: Revelations""",Ubisoft,15th Nov 11  ,Ubisoft,2.28m,1.47m,0.04m,0.44m,4.22m,,,,,,,,
Warcraft II: Tides of Darkness,Blizzard Entertainment,30th Apr 96  ,Blizzard Entertainment,1.70m,2.27m,N/A,0.23m,4.21m,,,,,,,,
"b""Tom Clancys Rainbow Six: Siege""",Ubisoft,01st Dec 15  ,Ubisoft,1.19m,2.05m,0.36m,0.62m,4.21m,,,,,,,,
FIFA Soccer 06,EA Sports,04th Oct 05  ,EA Sports,0.78m,2.55m,0.04m,0.84m,4.21m,,,,,,,,
EyeToy Play,Sony Computer Entertainment,04th Nov 03  ,Sony Computer Entertainment,0.88m,2.30m,0.20m,0.83m,4.20m,,,,,,,,
Gran Turismo 5 Prologue    Read the review,Sony Computer Entertainment,15th Apr 08  ,Sony Computer Entertainment,1.28m,1.83m,0.57m,0.52m,4.20m,,,,,,,,
Street Fighter IV    Read the review,Capcom,17th Feb 09  ,Capcom,2.04m,1.05m,0.59m,0.52m,4.19m,,,,,,,,
FIFA Soccer 12,EA Sports,27th Sep 11  ,EA Sports,0.85m,2.79m,0.02m,0.52m,4.18m,,,,,,,,
Call of Duty: Ghosts,Activision,15th Nov 13  ,Activision,1.79m,1.64m,0.05m,0.69m,4.17m,,,,,,,,
Teenage Mutant Ninja Turtles,Ultra Games,01st Jun 89  ,Ultra Games,3.38m,0.44m,0.31m,0.04m,4.17m,,,,,,,,
Excitebike,Nintendo,18th Oct 85  ,Nintendo,2.04m,0.48m,1.57m,0.07m,4.16m,,,,,,,,
Frogger,Hasbro Interactive,30th Sep 97  ,Hasbro Interactive,3.79m,0.27m,N/A,0.11m,4.16m,,,,,,,,
FIFA 14,EA Sports,24th Sep 13  ,EA Sports,0.94m,2.92m,0.01m,0.29m,4.15m,,,,,,,,
Star Wars Battlefront (2015),Electronic Arts,17th Nov 15  ,Electronic Arts,2.48m,1.26m,0.02m,0.38m,4.14m,,,,,,,,
Madden NFL 2003,EA Sports,12th Aug 02  ,EA Sports,3.36m,0.21m,0.01m,0.56m,4.14m,,,,,,,,
Nintendogs + cats,Nintendo,27th Mar 11  ,Nintendo,1.44m,1.67m,0.73m,0.29m,4.13m,,,,,,,,
"b""Assassins Creed: Unity""",Ubisoft,11th Nov 14  ,Ubisoft,1.24m,2.16m,0.09m,0.65m,4.13m,,,,,,,,
Half-Life,Sierra Entertainment,19th Nov 98  ,Sierra Entertainment,4.03m,0.00m,0.09m,N/A,4.12m,,,,,,,,
"b""Super Mario World 2: Yoshis Island""",Nintendo,04th Oct 95  ,Nintendo,1.65m,0.61m,1.76m,0.09m,4.12m,,,,,,,,
Batman: Arkham Knight,Warner Bros. Interactive,23rd Jun 15  ,Warner Bros. Interactive,1.65m,1.68m,0.11m,0.66m,4.11m,,,,,,,,
FIFA 07 Soccer,EA Sports,03rd Oct 06  ,EA Sports,0.71m,2.48m,0.03m,0.89m,4.11m,,,,,,,,
Street Fighter II Turbo,Capcom,01st Aug 93  ,Capcom,1.42m,0.51m,2.10m,0.07m,4.10m,,,,,,,,
World of Warcraft: The Burning Crusade,Blizzard Entertainment,16th Jan 07  ,Blizzard Entertainment,2.57m,1.52m,N/A,N/A,4.09m,,,,,,,,
Fallout: New Vegas    Read the review,Bethesda Softworks,19th Oct 10  ,Bethesda Softworks,2.67m,1.03m,0.04m,0.34m,4.08m,,,,,,,,
God of War II,Sony Computer Entertainment,13th Mar 07  ,Sony Computer Entertainment,2.32m,0.04m,0.04m,1.67m,4.07m,,,,,,,,
Far Cry 4,Ubisoft,18th Nov 14  ,Ubisoft,1.18m,2.14m,0.11m,0.63m,4.06m,,,,,,,,
Carnival Games,Global Star Software,28th Aug 07  ,Global Star Software,2.12m,1.47m,0.05m,0.42m,4.06m,,,,,,,,
World Soccer Winning Eleven 9,Konami,07th Feb 06  ,Konami,0.12m,2.26m,0.90m,0.77m,4.06m,,,,,,,,
Forza Motorsport 2,Microsoft Game Studios,29th May 07  ,Microsoft Game Studios,2.35m,1.27m,0.03m,0.41m,4.05m,,,,,,,,
Namco Museum Vol.3,Namco,31st Jan 97  ,Namco,2.28m,1.55m,0.16m,0.06m,4.05m,,,,,,,,
Tekken Tag Tournament,Namco,25th Oct 00  ,Namco,1.68m,1.51m,0.51m,0.35m,4.05m,,,,,,,,
Star Fox 64,Nintendo,01st Jul 97  ,Nintendo,2.78m,0.58m,0.64m,0.04m,4.03m,,,,,,,,
Golf,Nintendo,18th Oct 85  ,Nintendo,1.22m,0.28m,2.46m,0.04m,4.01m,,,,,,,,
Fallout 3    Read the review,Bethesda Softworks,28th Oct 08  ,Bethesda Softworks,2.17m,1.15m,0.07m,0.61m,3.99m,,,,,,,,
"b""Assassins Creed Origins""",Ubisoft,27th Oct 17  ,Ubisoft,1.17m,2.08m,0.11m,0.62m,3.98m,,,,,,,,
Namco Museum: 50th Anniversary,Namco,30th Aug 05  ,Namco,2.08m,1.35m,N/A,0.54m,3.98m,,,,,,,,
The Elder Scrolls V: Skyrim,Bethesda Softworks,11th Nov 11  ,Bethesda Softworks,1.18m,2.24m,N/A,0.56m,3.98m,,,,,,,,
NBA 2K16,2K Sports,29th Sep 15  ,2K Sports,2.56m,0.66m,0.05m,0.71m,3.98m,,,,,,,,
Left 4 Dead 2    Read the review,Electronic Arts,17th Nov 09  ,Electronic Arts,2.67m,0.88m,0.05m,0.38m,3.97m,,,,,,,,
Destiny 2,Activision,06th Sep 17  ,Activision,1.80m,1.42m,0.10m,0.65m,3.97m,,,,,,,,
The Legend of Zelda: Skyward Sword,Nintendo,20th Nov 11  ,Nintendo,2.03m,1.18m,0.37m,0.39m,3.96m,,,,,,,,
Monster Hunter 4 Ultimate,Capcom,13th Feb 15  ,Capcom,0.72m,0.48m,2.63m,0.12m,3.96m,,,,,,,,
Professor Layton and the Diabolical Box    Read the review,Nintendo,24th Aug 09  ,Nintendo,0.90m,1.76m,0.92m,0.37m,3.95m,,,,,,,,
The Sims 4    Read the review,Electronic Arts,02nd Sep 14  ,Electronic Arts,1.17m,2.49m,N/A,0.29m,3.95m,,,,,,,,
"b""Assassins Creed IV: Black Flag""",Ubisoft,29th Oct 13  ,Ubisoft,1.34m,1.86m,0.13m,0.62m,3.94m,,,,,,,,
Battlefield 4,Electronic Arts,15th Nov 13  ,Electronic Arts,1.40m,1.74m,0.18m,0.62m,3.94m,,,,,,,,
EA Sports Active,EA Sports,19th May 09  ,EA Sports,2.11m,1.35m,0.06m,0.40m,3.93m,,,,,,,,
Donkey Kong Land,Nintendo,26th Jul 95  ,Nintendo,1.97m,0.76m,1.07m,0.11m,3.91m,,,,,,,,
Forza Horizon 3    Read the review,Microsoft Studios,27th Sep 16  ,Microsoft Studios,1.62m,1.96m,0.02m,0.31m,3.91m,,,,,,,,
"b""Tony Hawks Underground""",Activision,27th Oct 03  ,Activision,2.29m,1.17m,0.01m,0.42m,3.90m,,,,,,,,
Just Dance 2014,Ubisoft,08th Oct 13  ,Ubisoft,1.90m,1.66m,N/A,0.33m,3.89m,,,,,,,,
Sports Champions,Sony Computer Entertainment,17th Sep 10  ,Sony Computer Entertainment,2.15m,1.13m,0.10m,0.50m,3.87m,,,,,,,,
Tekken 5,Namco,24th Feb 05  ,Namco,0.93m,1.94m,0.31m,0.70m,3.87m,,,,,,,,
MotorStorm    Read the review,Sony Computer Entertainment,06th Mar 07  ,Sony Computer Entertainment,1.53m,1.61m,0.06m,0.67m,3.87m,,,,,,,,
Dragon Quest III,Enix,01st Mar 92  ,Enix,0.10m,N/A,3.77m,0.00m,3.87m,,,,,,,,
World Soccer Winning Eleven 8 International,Konami,01st Feb 05  ,Konami,0.16m,1.89m,1.12m,0.68m,3.85m,,,,,,,,
Namco Museum Vol.1,Namco,31st Jul 96  ,Namco,2.12m,1.44m,0.22m,0.06m,3.84m,,,,,,,,
"b""The Legend of Zelda: Links Awakening""",Nintendo,01st Aug 93  ,Nintendo,2.21m,0.96m,0.54m,0.13m,3.83m,,,,,,,,
Flash Focus: Vision Training in Minutes a Day,Nintendo,15th Oct 07  ,Nintendo,0.86m,1.56m,1.05m,0.35m,3.83m,,,,,,,,
Big Brain Academy: Wii Degree,Nintendo,11th Jun 07  ,Nintendo,1.05m,1.91m,0.41m,0.42m,3.79m,,,,,,,,
"b""Mario & Luigi: Bowsers Inside Story    Read the review""",Nintendo,14th Sep 09  ,Nintendo,2.23m,0.47m,0.81m,0.27m,3.77m,,,,,,,,
"b""Resident Evil Directors Cut""",Capcom,01st Jan 97  ,Capcom,1.82m,1.24m,0.47m,0.25m,3.77m,,,,,,,,
LEGO Indiana Jones: The Original Adventures,LucasArts,03rd Jun 08  ,LucasArts,2.40m,1.01m,N/A,0.36m,3.76m,,,,,,,,
The Sims: Unleashed,Electronic Arts,23rd Sep 02  ,Electronic Arts,2.03m,1.56m,N/A,0.17m,3.76m,,,,,,,,
Ratchet & Clank: Size Matters,Sony Computer Entertainment,13th Feb 07  ,Sony Computer Entertainment,1.40m,1.40m,0.10m,0.86m,3.75m,,,,,,,,
"b""Harry Potter and the Sorcerers Stone""",Electronic Arts,15th Nov 01  ,Electronic Arts,1.37m,2.00m,0.14m,0.22m,3.73m,,,,,,,,
Super Paper Mario,Nintendo,09th Apr 07  ,Nintendo,1.95m,0.87m,0.59m,0.32m,3.73m,,,,,,,,
Mario & Sonic at the London 2012 Olympic Games,Sega,15th Nov 11  ,Sega,1.12m,1.90m,0.27m,0.43m,3.72m,,,,,,,,
Resident Evil 3: Nemesis,Capcom,11th Nov 99  ,Capcom,1.30m,0.77m,1.54m,0.11m,3.72m,,,,,,,,
FIFA 17,Electronic Arts,27th Sep 16  ,Electronic Arts,1.04m,2.40m,N/A,0.27m,3.71m,,,,,,,,
Spyro: Year of the Dragon,Sony Computer Entertainment,23rd Oct 00  ,Sony Computer Entertainment,1.93m,1.58m,N/A,0.19m,3.71m,,,,,,,,
Far Cry 5,Ubisoft,27th Mar 18  ,Ubisoft,1.35m,1.62m,0.15m,0.58m,3.70m,,,,,,,,
FIFA Soccer 2005,EA Sports,12th Oct 04  ,EA Sports,0.58m,2.48m,0.04m,0.59m,3.70m,,,,,,,,
Pok\xc3\xa9mon Trading Card Game,Nintendo,10th Apr 00  ,Nintendo,1.49m,0.73m,1.38m,0.10m,3.70m,,,,,,,,
Tomodachi Collection,Nintendo,18th Jun 09  ,Nintendo,N/A,N/A,3.67m,N/A,3.67m,,,,,,,,
"b""Tony Hawks Pro Skater 4""",Activision,23rd Oct 02  ,Activision,2.13m,1.18m,0.01m,0.35m,3.67m,,,,,,,,
Midnight Club 3: DUB Edition,Rockstar Games,27th Jun 05  ,Rockstar Games,1.65m,1.22m,N/A,0.79m,3.66m,,,,,,,,
MySims,Electronic Arts,18th Sep 07  ,Electronic Arts,1.58m,1.60m,0.08m,0.40m,3.66m,,,,,,,,
Banjo-Kazooie,Nintendo,31st May 98  ,Nintendo,1.87m,1.13m,0.55m,0.10m,3.65m,,,,,,,,
SOCOM: U.S. Navy SEALs,Sony Computer Entertainment,27th Aug 02  ,Sony Computer Entertainment,2.53m,0.81m,0.06m,0.24m,3.65m,,,,,,,,
Yokai Watch 2: Bony Spirits / Fleshy Souls,Nintendo,30th Sep 16  ,Nintendo,0.21m,0.20m,3.19m,0.04m,3.64m,,,,,,,,
Battlefield 4,Electronic Arts,29th Oct 13  ,Electronic Arts,1.31m,1.50m,0.27m,0.55m,3.64m,,,,,,,,
Jak and Daxter: The Precursor Legacy,Sony Computer Entertainment,04th Dec 01  ,Sony Computer Entertainment,2.08m,1.09m,0.15m,0.33m,3.64m,,,,,,,,
Pok\xc3\xa9mon Snap,Nintendo,30th Jun 99  ,Nintendo,2.23m,0.68m,0.66m,0.06m,3.63m,,,,,,,,
Pro Evolution Soccer 2008,Konami,11th Mar 08  ,Konami,0.05m,0.00m,0.64m,2.93m,3.63m,,,,,,,,
FIFA Soccer 10    Read the review,EA Sports,20th Oct 09  ,EA Sports,0.60m,2.46m,0.05m,0.52m,3.63m,,,,,,,,
Resident Evil 4,Capcom,25th Oct 05  ,Capcom,2.08m,0.83m,0.46m,0.25m,3.62m,,,,,,,,
Guitar Hero: World Tour,Activision,26th Oct 08  ,Activision,2.32m,0.96m,N/A,0.34m,3.62m,,,,,,,,
Gears of War: Ultimate Edition    Read the review,Microsoft Studios,25th Aug 15  ,Microsoft Studios,2.87m,0.37m,N/A,0.37m,3.61m,,,,,,,,
